physid,round,contribution,average_others,bonus,group_id_in_round,group_individual_share,belief,group_total_cont,loss0_gain1,total_payoff,gender,age,riskpos,riskneg,ua_pos,ua_neg,reci,session,la
978,23,5,5,3,2,10,5,20,0,-334,0,22,3,4,5,5,0,3,5
978,24,5,5,3,2,10,5,20,0,-334,0,22,3,4,5,5,0,3,5
978,25,5,7,1,2,12,5,25,0,-334,0,22,3,4,5,5,0,3,5
978,26,5,3,1,4,6,5,13,0,-334,0,22,3,4,5,5,0,3,5
978,27,5,7,1,4,12,5,25,0,-334,0,22,3,4,5,5,0,3,5
982,1,20,16,0,1,34,19,68,0,-430,1,30,4,4,5,5,55,3,2
982,2,10,8,1,4,17,10,35,0,-430,1,30,4,4,5,5,55,3,2
982,3,15,3,0,2,12,10,25,0,-430,1,30,4,4,5,5,55,3,2
982,4,0,7,1,2,10,5,20,0,-430,1,30,4,4,5,5,55,3,2
982,5,5,2,2,4,5,3,10,0,-430,1,30,4,4,5,5,55,3,2
982,6,2,7,0,3,11,3,22,0,-430,1,30,4,4,5,5,55,3,2
982,7,5,2,0,3,5,10,10,0,-430,1,30,4,4,5,5,55,3,2
982,8,0,0,0,3,0,3,0,0,-430,1,30,4,4,5,5,55,3,2
982,9,0,13,0,1,20,0,40,0,-430,1,30,4,4,5,5,55,3,2
982,10,0,3,1,4,5,5,10,0,-430,1,30,4,4,5,5,55,3,2
982,11,0,4,2,2,5,5,11,0,-430,1,30,4,4,5,5,55,3,2
982,12,0,5,3,4,8,5,16,0,-430,1,30,4,4,5,5,55,3,2
982,13,0,4,2,4,5,5,11,0,-430,1,30,4,4,5,5,55,3,2
982,14,5,2,0,2,6,5,12,0,-430,1,30,4,4,5,5,55,3,2
982,15,5,1,0,4,3,5,7,0,-430,1,30,4,4,5,5,55,3,2
982,16,4,9,0,1,15,5,31,0,-430,1,30,4,4,5,5,55,3,2
982,17,4,5,3,4,9,5,18,0,-430,1,30,4,4,5,5,55,3,2
982,18,10,4,2,4,10,5,21,0,-430,1,30,4,4,5,5,55,3,2
982,19,15,4,2,4,13,5,26,0,-430,1,30,4,4,5,5,55,3,2
982,20,5,4,2,3,8,5,16,0,-430,1,30,4,4,5,5,55,3,2
982,21,15,3,0,3,12,10,25,0,-430,1,30,4,4,5,5,55,3,2
982,22,20,2,0,2,12,5,25,0,-430,1,30,4,4,5,5,55,3,2
982,23,10,6,1,3,14,8,29,0,-430,1,30,4,4,5,5,55,3,2
982,24,10,3,0,2,10,7,20,0,-430,1,30,4,4,5,5,55,3,2
982,25,10,7,0,3,15,10,31,0,-430,1,30,4,4,5,5,55,3,2
982,26,15,4,0,1,13,10,27,0,-430,1,30,4,4,5,5,55,3,2
982,27,20,4,0,2,16,7,32,0,-430,1,30,4,4,5,5,55,3,2
18,1,5,10,1,2,17,8,35,0,-405,0,23,4,4,1,1,-4,4,3
18,2,0,10,0,2,15,5,31,0,-405,0,23,4,4,1,1,-4,4,3
18,3,8,6,1,1,12,8,25,0,-405,0,23,4,4,1,1,-4,4,3
18,4,5,10,0,1,17,7,35,0,-405,0,23,4,4,1,1,-4,4,3
18,5,8,3,0,4,9,8,18,0,-405,0,23,4,4,1,1,-4,4,3
18,6,8,2,0,3,6,8,13,0,-405,0,23,4,4,1,1,-4,4,3
18,7,0,7,1,1,10,5,20,0,-405,0,23,4,4,1,1,-4,4,3
18,8,0,7,1,2,11,5,22,0,-405,0,23,4,4,1,1,-4,4,3
18,9,0,3,0,3,4,7,9,0,-405,0,23,4,4,1,1,-4,4,3
18,10,10,3,0,2,10,7,20,0,-405,0,23,4,4,1,1,-4,4,3
18,11,5,6,3,4,12,6,24,0,-405,0,23,4,4,1,1,-4,4,3
18,12,5,7,2,1,13,6,27,0,-405,0,23,4,4,1,1,-4,4,3
18,13,5,7,2,1,12,6,25,0,-405,0,23,4,4,1,1,-4,4,3
18,14,5,9,0,3,16,6,33,0,-405,0,23,4,4,1,1,-4,4,3
18,15,5,3,0,2,6,6,13,0,-405,0,23,4,4,1,1,-4,4,3
18,16,5,4,1,3,9,6,18,0,-405,0,23,4,4,1,1,-4,4,3
18,17,5,7,2,1,13,6,26,0,-405,0,23,4,4,1,1,-4,4,3
18,18,5,5,2,4,10,6,20,0,-405,0,23,4,4,1,1,-4,4,3
18,19,15,4,1,3,14,6,28,0,-405,0,23,4,4,1,1,-4,4,3
18,20,15,3,0,2,11,6,23,0,-405,0,23,4,4,1,1,-4,4,3
18,21,15,5,3,4,14,5,29,0,-405,0,23,4,4,1,1,-4,4,3
18,22,15,7,1,1,18,5,37,0,-405,0,23,4,4,1,1,-4,4,3
18,23,15,2,0,1,11,5,22,0,-405,0,23,4,4,1,1,-4,4,3
18,24,15,3,1,3,12,5,25,0,-405,0,23,4,4,1,1,-4,4,3
18,25,15,4,2,1,13,5,27,0,-405,0,23,4,4,1,1,-4,4,3
18,26,15,6,2,1,16,5,33,0,-405,0,23,4,4,1,1,-4,4,3
18,27,15,5,3,2,14,5,29,0,-405,0,23,4,4,1,1,-4,4,3
117,1,10,8,1,2,17,10,35,0,-360,0,18,0,6,4,4,14,4,4
117,2,10,2,0,1,7,9,15,0,-360,0,18,0,6,4,4,14,4,4
117,3,0,2,1,3,2,4,5,0,-360,0,18,0,6,4,4,14,4,4
117,4,3,8,0,3,13,2,27,0,-360,0,18,0,6,4,4,14,4,4
117,5,10,6,1,2,14,8,28,0,-360,0,18,0,6,4,4,14,4,4
117,6,7,5,1,4,10,7,21,0,-360,0,18,0,6,4,4,14,4,4
117,7,6,6,3,2,12,6,24,0,-360,0,18,0,6,4,4,14,4,4
117,8,6,6,2,3,12,7,24,0,-360,0,18,0,6,4,4,14,4,4
117,9,7,2,0,2,6,7,12,0,-360,0,18,0,6,4,4,14,4,4
117,10,0,6,1,3,9,4,18,0,-360,0,18,0,6,4,4,14,4,4
117,11,5,6,2,2,11,5,23,0,-360,0,18,0,6,4,4,14,4,4
117,12,6,6,2,2,11,5,23,0,-360,0,18,0,6,4,4,14,4,4
117,13,0,5,2,4,7,6,15,0,-360,0,18,0,6,4,4,14,4,4
117,14,10,8,2,3,16,7,33,0,-360,0,18,0,6,4,4,14,4,4
117,15,7,9,0,3,17,6,34,0,-360,0,18,0,6,4,4,14,4,4
117,16,0,7,2,4,11,6,22,0,-360,0,18,0,6,4,4,14,4,4
117,17,10,4,0,2,11,8,23,0,-360,0,18,0,6,4,4,14,4,4
117,18,6,4,2,2,9,5,19,0,-360,0,18,0,6,4,4,14,4,4
117,19,7,8,0,1,15,5,31,0,-360,0,18,0,6,4,4,14,4,4
117,20,0,4,0,3,5,7,11,0,-360,0,18,0,6,4,4,14,4,4
117,21,8,7,2,4,14,8,29,0,-360,0,18,0,6,4,4,14,4,4
117,22,10,6,0,2,14,9,28,0,-360,0,18,0,6,4,4,14,4,4
117,23,20,7,3,4,21,7,42,0,-360,0,18,0,6,4,4,14,4,4
117,24,14,4,0,2,12,9,25,0,-360,0,18,0,6,4,4,14,4,4
117,25,0,9,0,1,13,6,27,0,-360,0,18,0,6,4,4,14,4,4
117,26,7,9,3,1,16,9,33,0,-360,0,18,0,6,4,4,14,4,4
117,27,7,11,1,3,20,9,40,0,-360,0,18,0,6,4,4,14,4,4
174,1,10,12,1,1,22,10,45,0,-353,1,26,,0,3,1,82,4,6
174,2,15,8,0,4,20,13,40,0,-353,1,26,,0,3,1,82,4,6
174,3,5,0,0,3,2,5,5,0,-353,1,26,,0,3,1,82,4,6
174,4,2,2,3,4,3,2,7,0,-353,1,26,,0,3,1,82,4,6
174,5,1,5,1,1,8,3,16,0,-353,1,26,,0,3,1,82,4,6
174,6,4,7,0,1,12,4,24,0,-353,1,26,,0,3,1,82,4,6
174,7,4,8,0,3,14,4,29,0,-353,1,26,,0,3,1,82,4,6
174,8,5,6,3,3,12,6,24,0,-353,1,26,,0,3,1,82,4,6
174,9,6,1,0,4,5,6,10,0,-353,1,26,,0,3,1,82,4,6
174,10,7,1,0,1,5,5,11,0,-353,1,26,,0,3,1,82,4,6
174,11,5,6,2,2,11,5,23,0,-353,1,26,,0,3,1,82,4,6
174,12,5,5,2,4,10,4,21,0,-353,1,26,,0,3,1,82,4,6
174,13,5,12,0,3,21,5,42,0,-353,1,26,,0,3,1,82,4,6
174,14,7,4,1,4,9,6,19,0,-353,1,26,,0,3,1,82,4,6
174,15,5,12,0,1,21,5,42,0,-353,1,26,,0,3,1,82,4,6
174,16,6,6,3,2,12,6,24,0,-353,1,26,,0,3,1,82,4,6
174,17,7,6,3,1,13,6,26,0,-353,1,26,,0,3,1,82,4,6
174,18,7,6,3,3,13,6,26,0,-353,1,26,,0,3,1,82,4,6
174,19,7,3,0,4,8,6,17,0,-353,1,26,,0,3,1,82,4,6
174,20,7,5,2,4,10,6,21,0,-353,1,26,,0,3,1,82,4,6
174,21,6,8,1,4,14,6,29,0,-353,1,26,,0,3,1,82,4,6
174,22,7,10,0,1,18,7,37,0,-353,1,26,,0,3,1,82,4,6
174,23,7,5,2,1,11,6,22,0,-353,1,26,,0,3,1,82,4,6
174,24,6,6,3,2,12,6,25,0,-353,1,26,,0,3,1,82,4,6
174,25,6,4,1,3,9,6,19,0,-353,1,26,,0,3,1,82,4,6
174,26,6,9,0,1,16,6,33,0,-353,1,26,,0,3,1,82,4,6
174,27,7,4,0,4,10,7,20,0,-353,1,26,,0,3,1,82,4,6
206,1,10,4,2,4,11,5,23,0,-436,0,21,7,6,5,5,55,4,5
206,2,15,8,3,4,20,8,40,0,-436,0,21,7,6,5,5,55,4,5
206,3,10,5,0,4,12,10,25,0,-436,0,21,7,6,5,5,55,4,5
206,4,10,8,0,1,17,5,35,0,-436,0,21,7,6,5,5,55,4,5
206,5,10,3,0,4,9,8,18,0,-436,0,21,7,6,5,5,55,4,5
206,6,8,5,2,2,12,4,24,0,-436,0,21,7,6,5,5,55,4,5
206,7,6,6,1,2,12,4,24,0,-436,0,21,7,6,5,5,55,4,5
206,8,5,7,0,4,12,3,25,0,-436,0,21,7,6,5,5,55,4,5
206,9,8,4,1,1,9,6,19,0,-436,0,21,7,6,5,5,55,4,5
206,10,8,3,1,3,9,5,18,0,-436,0,21,7,6,5,5,55,4,5
206,11,6,6,1,2,11,4,23,0,-436,0,21,7,6,5,5,55,4,5
206,12,8,4,1,4,10,6,21,0,-436,0,21,7,6,5,5,55,4,5
206,13,8,2,1,4,7,4,15,0,-436,0,21,7,6,5,5,55,4,5
206,14,8,8,0,3,16,4,33,0,-436,0,21,7,6,5,5,55,4,5
206,15,8,11,0,1,21,8,42,0,-436,0,21,7,6,5,5,55,4,5
206,16,12,4,0,2,12,11,24,0,-436,0,21,7,6,5,5,55,4,5
206,17,10,4,0,4,11,10,23,0,-436,0,21,7,6,5,5,55,4,5
206,18,10,3,0,4,10,7,20,0,-436,0,21,7,6,5,5,55,4,5
206,19,8,7,0,3,14,4,28,0,-436,0,21,7,6,5,5,55,4,5
206,20,10,6,0,1,14,10,28,0,-436,0,21,7,6,5,5,55,4,5
206,21,10,3,0,3,9,7,18,0,-436,0,21,7,6,5,5,55,4,5
206,22,15,7,2,1,18,6,37,0,-436,0,21,7,6,5,5,55,4,5
206,23,13,5,0,2,14,8,28,0,-436,0,21,7,6,5,5,55,4,5
206,24,10,7,2,1,16,8,32,0,-436,0,21,7,6,5,5,55,4,5
206,25,10,4,0,2,11,8,23,0,-436,0,21,7,6,5,5,55,4,5
206,26,8,4,0,2,10,7,21,0,-436,0,21,7,6,5,5,55,4,5
206,27,8,4,2,4,10,5,20,0,-436,0,21,7,6,5,5,55,4,5
215,1,12,12,1,3,24,10,49,0,-431,1,27,6,5,5,5,30,4,4
215,2,8,8,0,2,15,5,31,0,-431,1,27,6,5,5,5,30,4,4
215,3,10,5,0,1,12,9,25,0,-431,1,27,6,5,5,5,30,4,4
215,4,10,8,2,1,17,7,35,0,-431,1,27,6,5,5,5,30,4,4
215,5,13,6,0,3,15,10,30,0,-431,1,27,6,5,5,5,30,4,4
215,6,10,5,1,1,12,7,24,0,-431,1,27,6,5,5,5,30,4,4
215,7,10,3,0,1,10,7,20,0,-431,1,27,6,5,5,5,30,4,4
215,8,6,2,0,1,5,6,11,0,-431,1,27,6,5,5,5,30,4,4
215,9,5,1,0,3,4,5,9,0,-431,1,27,6,5,5,5,30,4,4
215,10,4,2,0,1,5,6,11,0,-431,1,27,6,5,5,5,30,4,4
215,11,8,5,2,4,12,6,24,0,-431,1,27,6,5,5,5,30,4,4
215,12,8,3,1,3,8,5,17,0,-431,1,27,6,5,5,5,30,4,4
215,13,6,6,2,1,12,7,25,0,-431,1,27,6,5,5,5,30,4,4
215,14,5,3,1,1,6,5,13,0,-431,1,27,6,5,5,5,30,4,4
215,15,5,2,0,4,5,5,10,0,-431,1,27,6,5,5,5,30,4,4
215,16,6,6,2,2,12,5,24,0,-431,1,27,6,5,5,5,30,4,4
215,17,6,6,3,4,11,6,23,0,-431,1,27,6,5,5,5,30,4,4
215,18,5,7,1,3,13,5,26,0,-431,1,27,6,5,5,5,30,4,4
215,19,5,4,1,4,8,6,17,0,-431,1,27,6,5,5,5,30,4,4
215,20,5,2,0,3,5,6,11,0,-431,1,27,6,5,5,5,30,4,4
215,21,3,5,1,3,9,3,18,0,-431,1,27,6,5,5,5,30,4,4
215,22,3,2,0,4,4,7,8,0,-431,1,27,6,5,5,5,30,4,4
215,23,5,2,0,3,5,5,11,0,-431,1,27,6,5,5,5,30,4,4
215,24,5,9,0,1,16,4,32,0,-431,1,27,6,5,5,5,30,4,4
215,25,6,0,0,4,3,6,6,0,-431,1,27,6,5,5,5,30,4,4
215,26,5,5,2,2,10,4,21,0,-431,1,27,6,5,5,5,30,4,4
215,27,4,4,1,1,8,6,17,0,-431,1,27,6,5,5,5,30,4,4
302,1,20,10,0,3,24,20,49,0,-260,1,28,6,4,4,1,44,4,5
302,2,0,5,0,1,7,10,15,0,-260,1,28,6,4,4,1,44,4,5
302,3,0,8,0,1,12,0,25,0,-260,1,28,6,4,4,1,44,4,5
302,4,0,2,1,4,3,0,7,0,-260,1,28,6,4,4,1,44,4,5
302,5,0,5,0,1,8,1,16,0,-260,1,28,6,4,4,1,44,4,5
302,6,0,8,0,1,12,2,24,0,-260,1,28,6,4,4,1,44,4,5
302,7,0,10,0,3,14,3,29,0,-260,1,28,6,4,4,1,44,4,5
302,8,0,4,3,1,5,4,11,0,-260,1,28,6,4,4,1,44,4,5
302,9,0,4,2,2,6,3,12,0,-260,1,28,6,4,4,1,44,4,5
302,10,0,7,0,2,10,4,20,0,-260,1,28,6,4,4,1,44,4,5
302,11,0,7,1,1,10,5,21,0,-260,1,28,6,4,4,1,44,4,5
302,12,0,7,1,4,10,5,21,0,-260,1,28,6,4,4,1,44,4,5
302,13,0,4,1,2,6,6,13,0,-260,1,28,6,4,4,1,44,4,5
302,14,0,4,0,1,6,8,13,0,-260,1,28,6,4,4,1,44,4,5
302,15,0,4,1,2,6,6,13,0,-260,1,28,6,4,4,1,44,4,5
302,16,0,6,2,3,9,5,18,0,-260,1,28,6,4,4,1,44,4,5
302,17,0,9,0,1,13,5,26,0,-260,1,28,6,4,4,1,44,4,5
302,18,0,6,3,2,9,6,19,0,-260,1,28,6,4,4,1,44,4,5
302,19,0,9,0,3,14,6,28,0,-260,1,28,6,4,4,1,44,4,5
302,20,0,9,0,1,14,6,28,0,-260,1,28,6,4,4,1,44,4,5
302,21,0,9,1,2,14,7,28,0,-260,1,28,6,4,4,1,44,4,5
302,22,0,12,0,1,18,8,37,0,-260,1,28,6,4,4,1,44,4,5
302,23,0,7,2,1,11,8,22,0,-260,1,28,6,4,4,1,44,4,5
302,24,0,7,0,4,10,10,21,0,-260,1,28,6,4,4,1,44,4,5
302,25,0,6,1,3,9,8,19,0,-260,1,28,6,4,4,1,44,4,5
302,26,0,7,1,2,10,9,21,0,-260,1,28,6,4,4,1,44,4,5
302,27,0,6,2,1,8,7,17,0,-260,1,28,6,4,4,1,44,4,5
341,1,3,7,0,4,11,3,23,0,-320,1,20,10,0,5,5,-1,4,5
341,2,0,5,0,1,7,1,15,0,-320,1,20,10,0,5,5,-1,4,5
341,3,0,9,1,2,14,7,28,0,-320,1,20,10,0,5,5,-1,4,5
341,4,5,8,1,2,14,10,28,0,-320,1,20,10,0,5,5,-1,4,5
341,5,0,6,2,4,9,7,18,0,-320,1,20,10,0,5,5,-1,4,5
341,6,0,4,0,3,6,7,13,0,-320,1,20,10,0,5,5,-1,4,5
341,7,5,8,2,3,14,7,29,0,-320,1,20,10,0,5,5,-1,4,5
341,8,5,7,3,4,12,7,25,0,-320,1,20,10,0,5,5,-1,4,5
341,9,0,6,2,1,9,5,19,0,-320,1,20,10,0,5,5,-1,4,5
341,10,5,5,1,2,10,7,20,0,-320,1,20,10,0,5,5,-1,4,5
341,11,4,6,3,1,10,6,21,0,-320,1,20,10,0,5,5,-1,4,5
341,12,0,6,2,3,8,5,17,0,-320,1,20,10,0,5,5,-1,4,5
341,13,0,5,3,4,7,5,15,0,-320,1,20,10,0,5,5,-1,4,5
341,14,0,12,0,2,18,4,37,0,-320,1,20,10,0,5,5,-1,4,5
341,15,0,3,0,4,5,6,10,0,-320,1,20,10,0,5,5,-1,4,5
341,16,0,8,0,2,12,4,24,0,-320,1,20,10,0,5,5,-1,4,5
341,17,0,8,2,2,11,7,23,0,-320,1,20,10,0,5,5,-1,4,5
341,18,5,5,1,4,10,7,20,0,-320,1,20,10,0,5,5,-1,4,5
341,19,5,4,2,4,8,5,17,0,-320,1,20,10,0,5,5,-1,4,5
341,20,4,6,1,4,10,4,21,0,-320,1,20,10,0,5,5,-1,4,5
341,21,5,4,0,1,8,7,17,0,-320,1,20,10,0,5,5,-1,4,5
341,22,5,1,0,4,4,5,8,0,-320,1,20,10,0,5,5,-1,4,5
341,23,0,4,3,3,5,4,11,0,-320,1,20,10,0,5,5,-1,4,5
341,24,0,8,0,3,12,4,25,0,-320,1,20,10,0,5,5,-1,4,5
341,25,0,2,0,4,3,5,6,0,-320,1,20,10,0,5,5,-1,4,5
341,26,0,2,1,3,3,4,7,0,-320,1,20,10,0,5,5,-1,4,5
341,27,20,7,1,3,20,5,40,0,-320,1,20,10,0,5,5,-1,4,5
373,1,15,10,0,1,22,15,45,0,-366,1,33,5,4,5,5,0,4,4
373,2,10,10,3,4,20,10,40,0,-366,1,33,5,4,5,5,0,4,4
373,3,10,6,0,2,14,10,28,0,-366,1,33,5,4,5,5,0,4,4
373,4,15,4,0,3,13,8,27,0,-366,1,33,5,4,5,5,0,4,4
373,5,5,8,1,3,15,6,30,0,-366,1,33,5,4,5,5,0,4,4
373,6,7,5,2,4,10,6,21,0,-366,1,33,5,4,5,5,0,4,4
373,7,7,6,3,2,12,6,24,0,-366,1,33,5,4,5,5,0,4,4
373,8,7,5,2,2,11,6,22,0,-366,1,33,5,4,5,5,0,4,4
373,9,4,2,0,4,5,5,10,0,-366,1,33,5,4,5,5,0,4,4
373,10,6,4,1,3,9,6,18,0,-366,1,33,5,4,5,5,0,4,4
373,11,7,6,2,4,12,5,24,0,-366,1,33,5,4,5,5,0,4,4
373,12,8,4,0,4,10,7,21,0,-366,1,33,5,4,5,5,0,4,4
373,13,7,12,0,3,21,7,42,0,-366,1,33,5,4,5,5,0,4,4
373,14,7,10,0,2,18,6,37,0,-366,1,33,5,4,5,5,0,4,4
373,15,8,2,0,2,6,7,13,0,-366,1,33,5,4,5,5,0,4,4
373,16,8,3,1,3,9,5,18,0,-366,1,33,5,4,5,5,0,4,4
373,17,7,5,3,4,11,5,23,0,-366,1,33,5,4,5,5,0,4,4
373,18,7,6,2,1,12,5,24,0,-366,1,33,5,4,5,5,0,4,4
373,19,7,8,0,1,15,5,31,0,-366,1,33,5,4,5,5,0,4,4
373,20,8,7,2,1,14,6,28,0,-366,1,33,5,4,5,5,0,4,4
373,21,8,7,2,2,14,6,28,0,-366,1,33,5,4,5,5,0,4,4
373,22,8,7,2,2,14,6,28,0,-366,1,33,5,4,5,5,0,4,4
373,23,8,7,2,2,14,6,28,0,-366,1,33,5,4,5,5,0,4,4
373,24,8,8,1,1,16,6,32,0,-366,1,33,5,4,5,5,0,4,4
373,25,8,5,2,2,11,6,23,0,-366,1,33,5,4,5,5,0,4,4
373,26,8,4,1,2,10,6,21,0,-366,1,33,5,4,5,5,0,4,4
373,27,8,11,0,3,20,6,40,0,-366,1,33,5,4,5,5,0,4,4
427,1,10,4,0,4,11,10,23,0,-359,0,28,5,4,5,5,61,4,3
427,2,0,9,0,3,13,5,27,0,-359,0,28,5,4,5,5,61,4,3
427,3,7,6,3,1,12,6,25,0,-359,0,28,5,4,5,5,61,4,3
427,4,7,7,2,2,14,6,28,0,-359,0,28,5,4,5,5,61,4,3
427,5,6,8,0,3,15,5,30,0,-359,0,28,5,4,5,5,61,4,3
427,6,6,6,3,2,12,6,24,0,-359,0,28,5,4,5,5,61,4,3
427,7,20,3,0,3,14,6,29,0,-359,0,28,5,4,5,5,61,4,3
427,8,10,5,1,3,12,7,24,0,-359,0,28,5,4,5,5,61,4,3
427,9,7,4,1,1,9,6,19,0,-359,0,28,5,4,5,5,61,4,3
427,10,4,5,1,3,9,7,18,0,-359,0,28,5,4,5,5,61,4,3
427,11,4,7,3,4,12,7,24,0,-359,0,28,5,4,5,5,61,4,3
427,12,4,8,2,1,13,7,27,0,-359,0,28,5,4,5,5,61,4,3
427,13,7,3,0,4,7,6,15,0,-359,0,28,5,4,5,5,61,4,3
427,14,0,6,3,4,9,6,19,0,-359,0,28,5,4,5,5,61,4,3
427,15,0,4,1,2,6,6,13,0,-359,0,28,5,4,5,5,61,4,3
427,16,5,4,0,3,9,7,18,0,-359,0,28,5,4,5,5,61,4,3
427,17,0,8,1,2,11,6,23,0,-359,0,28,5,4,5,5,61,4,3
427,18,5,7,2,3,13,6,26,0,-359,0,28,5,4,5,5,61,4,3
427,19,5,8,1,3,14,6,28,0,-359,0,28,5,4,5,5,61,4,3
427,20,5,2,0,3,5,6,11,0,-359,0,28,5,4,5,5,61,4,3
427,21,5,4,1,1,8,6,17,0,-359,0,28,5,4,5,5,61,4,3
427,22,5,8,1,2,14,6,28,0,-359,0,28,5,4,5,5,61,4,3
427,23,5,12,0,4,21,6,42,0,-359,0,28,5,4,5,5,61,4,3
427,24,5,7,1,2,12,5,25,0,-359,0,28,5,4,5,5,61,4,3
427,25,5,7,3,1,13,7,27,0,-359,0,28,5,4,5,5,61,4,3
427,26,7,0,0,3,3,7,7,0,-359,0,28,5,4,5,5,61,4,3
427,27,5,4,1,1,8,6,17,0,-359,0,28,5,4,5,5,61,4,3
553,1,15,10,0,1,22,15,45,0,-401,1,22,7,4,5,5,77,4,5
553,2,5,3,0,1,7,8,15,0,-401,1,22,7,4,5,5,77,4,5
553,3,0,2,1,3,2,0,5,0,-401,1,22,7,4,5,5,77,4,5
553,4,0,9,0,3,13,2,27,0,-401,1,22,7,4,5,5,77,4,5
553,5,5,8,3,2,14,8,28,0,-401,1,22,7,4,5,5,77,4,5
553,6,10,5,0,1,12,8,24,0,-401,1,22,7,4,5,5,77,4,5
553,7,5,5,0,1,10,8,20,0,-401,1,22,7,4,5,5,77,4,5
553,8,0,4,2,1,5,5,11,0,-401,1,22,7,4,5,5,77,4,5
553,9,5,2,0,2,6,5,12,0,-401,1,22,7,4,5,5,77,4,5
553,10,20,12,0,4,28,8,56,0,-401,1,22,7,4,5,5,77,4,5
553,11,15,3,0,3,12,10,24,0,-401,1,22,7,4,5,5,77,4,5
553,12,2,7,0,2,11,3,23,0,-401,1,22,7,4,5,5,77,4,5
553,13,7,2,0,2,6,5,13,0,-401,1,22,7,4,5,5,77,4,5
553,14,15,7,2,2,18,8,37,0,-401,1,22,7,4,5,5,77,4,5
553,15,14,9,1,1,21,7,42,0,-401,1,22,7,4,5,5,77,4,5
553,16,5,6,0,4,11,9,22,0,-401,1,22,7,4,5,5,77,4,5
553,17,14,4,0,1,13,9,26,0,-401,1,22,7,4,5,5,77,4,5
553,18,10,5,0,1,12,9,24,0,-401,1,22,7,4,5,5,77,4,5
553,19,10,7,2,1,15,8,31,0,-401,1,22,7,4,5,5,77,4,5
553,20,10,6,0,1,14,10,28,0,-401,1,22,7,4,5,5,77,4,5
553,21,10,6,1,2,14,8,28,0,-401,1,22,7,4,5,5,77,4,5
553,22,10,5,1,3,12,7,25,0,-401,1,22,7,4,5,5,77,4,5
553,23,10,11,0,4,21,5,42,0,-401,1,22,7,4,5,5,77,4,5
553,24,10,5,3,3,12,5,25,0,-401,1,22,7,4,5,5,77,4,5
553,25,5,6,2,2,11,5,23,0,-401,1,22,7,4,5,5,77,4,5
553,26,5,9,0,1,16,5,33,0,-401,1,22,7,4,5,5,77,4,5
553,27,8,3,0,1,8,6,17,0,-401,1,22,7,4,5,5,77,4,5
628,1,5,13,0,1,22,5,45,0,-297,0,35,7,4,4,5,1,4,5
628,2,13,6,0,2,15,13,31,0,-297,0,35,7,4,4,5,1,4,5
628,3,12,5,0,2,14,12,28,0,-297,0,35,7,4,4,5,1,4,5
628,4,9,6,3,2,14,6,28,0,-297,0,35,7,4,4,5,1,4,5
628,5,5,4,1,1,8,6,16,0,-297,0,35,7,4,4,5,1,4,5
628,6,0,7,0,4,10,3,21,0,-297,0,35,7,4,4,5,1,4,5
628,7,4,6,1,4,11,4,22,0,-297,0,35,7,4,4,5,1,4,5
628,8,3,7,0,3,12,3,24,0,-297,0,35,7,4,4,5,1,4,5
628,9,4,5,2,1,9,4,19,0,-297,0,35,7,4,4,5,1,4,5
628,10,4,17,0,4,28,4,56,0,-297,0,35,7,4,4,5,1,4,5
628,11,9,5,2,3,12,6,24,0,-297,0,35,7,4,4,5,1,4,5
628,12,9,3,0,3,8,7,17,0,-297,0,35,7,4,4,5,1,4,5
628,13,4,7,0,1,12,4,25,0,-297,0,35,7,4,4,5,1,4,5
628,14,8,2,0,1,6,8,13,0,-297,0,35,7,4,4,5,1,4,5
628,15,6,9,0,3,17,5,34,0,-297,0,35,7,4,4,5,1,4,5
628,16,5,6,1,4,11,8,22,0,-297,0,35,7,4,4,5,1,4,5
628,17,0,11,0,3,17,6,34,0,-297,0,35,7,4,4,5,1,4,5
628,18,0,6,1,2,9,8,19,0,-297,0,35,7,4,4,5,1,4,5
628,19,0,6,2,4,8,7,17,0,-297,0,35,7,4,4,5,1,4,5
628,20,0,7,2,4,10,8,21,0,-297,0,35,7,4,4,5,1,4,5
628,21,0,6,3,1,8,6,17,0,-297,0,35,7,4,4,5,1,4,5
628,22,0,8,3,3,12,8,25,0,-297,0,35,7,4,4,5,1,4,5
628,23,0,7,2,1,11,8,22,0,-297,0,35,7,4,4,5,1,4,5
628,24,2,6,1,4,10,8,21,0,-297,0,35,7,4,4,5,1,4,5
628,25,0,2,1,4,3,4,6,0,-297,0,35,7,4,4,5,1,4,5
628,26,0,6,0,4,8,3,17,0,-297,0,35,7,4,4,5,1,4,5
628,27,5,12,0,3,20,8,40,0,-297,0,35,7,4,4,5,1,4,5
732,1,10,8,1,2,17,10,35,0,-407,1,22,3,5,5,5,45,4,5
732,2,12,5,0,3,13,10,27,0,-407,1,22,3,5,5,5,45,4,5
732,3,5,7,2,4,12,8,25,0,-407,1,22,3,5,5,5,45,4,5
732,4,5,1,0,4,3,6,7,0,-407,1,22,3,5,5,5,45,4,5
732,5,10,2,0,1,8,5,16,0,-407,1,22,3,5,5,5,45,4,5
732,6,10,5,1,2,12,7,24,0,-407,1,22,3,5,5,5,45,4,5
732,7,8,5,0,4,11,8,22,0,-407,1,22,3,5,5,5,45,4,5
732,8,7,5,2,2,11,6,22,0,-407,1,22,3,5,5,5,45,4,5
732,9,0,3,0,3,4,6,9,0,-407,1,22,3,5,5,5,45,4,5
